source,target,weight
GM Anterior intra-parietal sulcus hIP3,GM Visual cortex V2 BA18,0.5474533497511075
GM Anterior intra-parietal sulcus hIP3,GM Visual cortex V3V,0.5046387450278732
GM Anterior intra-parietal sulcus hIP3,GM Visual cortex V4,0.48887999770920076
GM Anterior intra-parietal sulcus hIP3,GM Visual cortex V5,0.18346824745715773
GM Anterior intra-parietal sulcus hIP3,WM Acoustic radiation,0.2406469850435451
GM Anterior intra-parietal sulcus hIP3,WM Callosal body,0.1780675623622261
GM Anterior intra-parietal sulcus hIP3,WM Cingulum,0.12876578450481713
GM Anterior intra-parietal sulcus hIP3,WM Corticospinal tract,0.8002274618616336
GM Anterior intra-parietal sulcus hIP3,WM Fornix,0.1330220447120256
GM Anterior intra-parietal sulcus hIP3,WM Inferior occipito-frontal fascicle,0.22744349326473956
GM Anterior intra-parietal sulcus hIP3,WM Optic radiation,0.0027399599173527633
GM Anterior intra-parietal sulcus hIP3,WM Superior longitudinal fascicle,0.43127680934666557
GM Anterior intra-parietal sulcus hIP3,WM Superior occipito-frontal fascicle,0.6270201036219343
GM Anterior intra-parietal sulcus hIP3,WM Uncinate fascicle,0.6291564802874599
GM Broca's area BA44,GM Broca's area BA45,0.13224424695373505
GM Broca's area BA44,GM Hippocampus cornu ammonis,0.15117631721809333
GM Broca's area BA44,GM Hippocampus dentate gyrus,0.9790198570098003
GM Broca's area BA44,GM Hippocampus entorhinal cortex,0.8673459510077486
GM Broca's area BA44,GM Hippocampus hippocampal-amygdaloid transition area,0.595647389216696
GM Broca's area BA44,GM Hippocampus subiculum,0.9053925363813936
GM Broca's area BA44,GM Inferior parietal lobule PF,0.06294586543622882
GM Broca's area BA44,GM Inferior parietal lobule PFcm,0.1989993443199437
GM Broca's area BA44,GM Inferior parietal lobule PFm,0.6323258906289758
GM Broca's area BA44,GM Inferior parietal lobule PFop,0.3258824221024482
GM Broca's area BA44,GM Inferior parietal lobule PFt,0.8588361888984449
GM Broca's area BA44,GM Inferior parietal lobule PGp,0.36072987755344343
GM Broca's area BA44,GM Inferior parietal lobule Pga,0.12002645155096237
GM Broca's area BA44,GM Insula Id1,0.945733510106489
GM Broca's area BA44,GM Insula Ig1,0.3152095779905425
GM Broca's area BA44,GM Insula Ig2,0.8118769829023402
GM Broca's area BA44,GM Lateral geniculate body,0.3103348378868692
GM Broca's area BA44,GM Mamillary body,0.5765843870338913
GM Broca's area BA44,GM Medial geniculate body,0.7833348072860167
GM Broca's area BA44,GM Premotor cortex BA6,0.39213816687157177
GM Broca's area BA44,GM Primary auditory cortex TE1.0,0.6817485560036008
GM Broca's area BA44,GM Primary auditory cortex TE1.1,0.3669659044073621
GM Broca's area BA44,GM Primary auditory cortex TE1.2,0.792986721855055
GM Broca's area BA44,GM Primary motor cortex BA4a,0.7158958938619251
GM Broca's area BA44,GM Primary motor cortex BA4p,0.6384179968943515
GM Broca's area BA44,GM Primary somatosensory cortex BA1,0.3895122865369023
GM Broca's area BA44,GM Primary somatosensory cortex BA2,0.6889117125073914
GM Broca's area BA44,GM Primary somatosensory cortex BA3a,0.47656497185002167
GM Broca's area BA44,GM Primary somatosensory cortex BA3b,0.4085696731549068
GM Broca's area BA44,GM Secondary somatosensory cortex / Parietal operculum OP1,0.9540747618500072
GM Broca's area BA44,GM Secondary somatosensory cortex / Parietal operculum OP2,0.9033988977457
GM Broca's area BA44,GM Secondary somatosensory cortex / Parietal operculum OP3,0.43879170599293815
GM Broca's area BA44,GM Secondary somatosensory cortex / Parietal operculum OP4,0.36103389592889523
GM Broca's area BA44,GM Superior parietal lobule 5Ci,0.7761618764465736
GM Broca's area BA44,GM Superior parietal lobule 5L,0.7287685782972179
GM Broca's area BA44,GM Superior parietal lobule 5M,0.9234694942528807
GM Broca's area BA44,GM Superior parietal lobule 7A,0.38780742946030156
GM Broca's area BA44,GM Superior parietal lobule 7M,0.5269245543663258
GM Broca's area BA44,GM Superior parietal lobule 7P,0.8190393103390967
GM Broca's area BA44,GM Superior parietal lobule 7PC,0.7940131765481246
GM Broca's area BA44,GM Visual cortex V1 BA17,0.45829613076209763
GM Broca's area BA44,GM Visual cortex V2 BA18,0.17091820685716608
GM Broca's area BA44,GM Visual cortex V3V,0.0954305007545686
GM Broca's area BA44,GM Visual cortex V4,0.2864933551074985
GM Broca's area BA44,GM Visual cortex V5,0.7246379928121407
GM Broca's area BA44,WM Acoustic radiation,0.375740386405637
GM Broca's area BA44,WM Callosal body,0.5054452339151031
GM Broca's area BA44,WM Cingulum,0.6092656350830061
GM Broca's area BA44,WM Corticospinal tract,0.4335031270189008
GM Broca's area BA44,WM Fornix,0.42795504293084186
GM Broca's area BA44,WM Inferior occipito-frontal fascicle,0.1304655850736397
GM Broca's area BA44,WM Optic radiation,0.8571984072794884
GM Broca's area BA44,WM Superior longitudinal fascicle,0.24977949436583946
GM Broca's area BA44,WM Superior occipito-frontal fascicle,0.7667089781285504
GM Broca's area BA44,WM Uncinate fascicle,0.7672615142173126
GM Broca's area BA45,GM Hippocampus cornu ammonis,0.013358226473002333
GM Broca's area BA45,GM Hippocampus dentate gyrus,0.2220593280638713
GM Broca's area BA45,GM Hippocampus entorhinal cortex,0.977875650396363
GM Broca's area BA45,GM Hippocampus hippocampal-amygdaloid transition area,0.2530076372629614
GM Broca's area BA45,GM Hippocampus subiculum,0.33055748995827516
GM Broca's area BA45,GM Inferior parietal lobule PF,0.6833362928982241
GM Broca's area BA45,GM Inferior parietal lobule PFcm,0.3460795439471249
GM Broca's area BA45,GM Inferior parietal lobule PFm,0.7163503567928727
GM Broca's area BA45,GM Inferior parietal lobule PFop,0.10910599145926181
GM Broca's area BA45,GM Inferior parietal lobule PFt,0.9772405604803887
GM Broca's area BA45,GM Inferior parietal lobule PGp,0.31754880288485277
GM Broca's area BA45,GM Inferior parietal lobule Pga,0.7895364101670143
GM Broca's area BA45,GM Insula Id1,0.12877730744622673
GM Broca's area BA45,GM Insula Ig1,0.0024063723092107026
GM Broca's area BA45,GM Insula Ig2,0.5178907890961588
GM Broca's area BA45,GM Lateral geniculate body,0.9455847575592935
GM Broca's area BA45,GM Mamillary body,0.5038759469862887
GM Broca's area BA45,GM Medial geniculate body,0.2640468922398459
GM Broca's area BA45,GM Premotor cortex BA6,0.6006072690641534
GM Broca's area BA45,GM Primary auditory cortex TE1.0,0.6773745552418248
GM Broca's area BA45,GM Primary auditory cortex TE1.1,0.7498405487410735
GM Broca's area BA45,GM Primary auditory cortex TE1.2,0.7103382108358552
GM Broca's area BA45,GM Primary motor cortex BA4a,0.3648514484884795
GM Broca's area BA45,GM Primary motor cortex BA4p,0.017191757201992508
GM Broca's area BA45,GM Primary somatosensory cortex BA1,0.15259834903211966
GM Broca's area BA45,GM Primary somatosensory cortex BA2,0.4403385785752253
GM Broca's area BA45,GM Primary somatosensory cortex BA3a,0.5827324682153826
GM Broca's area BA45,GM Primary somatosensory cortex BA3b,0.3297663670058857
GM Broca's area BA45,GM Secondary somatosensory cortex / Parietal operculum OP1,0.4336569784823897
GM Broca's area BA45,GM Secondary somatosensory cortex / Parietal operculum OP2,0.9696347414951346
GM Broca's area BA45,GM Secondary somatosensory cortex / Parietal operculum OP3,0.25103078441508586
GM Broca's area BA45,GM Secondary somatosensory cortex / Parietal operculum OP4,0.09582285560817971
GM Broca's area BA45,GM Superior parietal lobule 5Ci,0.24549850007212404
GM Broca's area BA45,GM Superior parietal lobule 5L,0.8094829781060309
GM Broca's area BA45,GM Superior parietal lobule 5M,0.7798465225548313
GM Broca's area BA45,GM Superior parietal lobule 7A,0.8473870555494285
GM Broca's area BA45,GM Superior parietal lobule 7M,0.6396929092743894
GM Broca's area BA45,GM Superior parietal lobule 7P,0.9242313786648859
GM Broca's area BA45,GM Superior parietal lobule 7PC,0.8303333571516639
GM Broca's area BA45,GM Visual cortex V1 BA17,0.7719610722354521
GM Broca's area BA45,GM Visual cortex V2 BA18,0.2697371013776033
GM Broca's area BA45,GM Visual cortex V3V,0.8994534186245919
GM Broca's area BA45,GM Visual cortex V4,0.8983767650273609
GM Broca's area BA45,GM Visual cortex V5,0.33901751280109904
GM Broca's area BA45,WM Acoustic radiation,0.9893527569160915
GM Broca's area BA45,WM Callosal body,0.496012944808232
GM Broca's area BA45,WM Cingulum,0.767677737646908
GM Broca's area BA45,WM Corticospinal tract,0.2807105361464417
GM Broca's area BA45,WM Fornix,0.2552512981855344
GM Broca's area BA45,WM Inferior occipito-frontal fascicle,0.5147145363499737
GM Broca's area BA45,WM Optic radiation,0.11957430681073611
GM Broca's area BA45,WM Superior longitudinal fascicle,0.9247141588289105
GM Broca's area BA45,WM Superior occipito-frontal fascicle,0.9435818954145916
GM Broca's area BA45,WM Uncinate fascicle,0.5984926843171369
GM Hippocampus cornu ammonis,GM Hippocampus dentate gyrus,0.655829624933357
GM Hippocampus cornu ammonis,GM Hippocampus entorhinal cortex,0.534794113980486
GM Hippocampus cornu ammonis,GM Hippocampus hippocampal-amygdaloid transition area,0.6098132999315491
GM Hippocampus cornu ammonis,GM Hippocampus subiculum,0.6584280805083627
GM Hippocampus cornu ammonis,GM Inferior parietal lobule PF,0.982734485156296
GM Hippocampus cornu ammonis,GM Inferior parietal lobule PFcm,0.5760466767285412
GM Hippocampus cornu ammonis,GM Inferior parietal lobule PFm,0.8023604723399078
GM Hippocampus cornu ammonis,GM Inferior parietal lobule PFop,0.07181874456075321
GM Hippocampus cornu ammonis,GM Inferior parietal lobule PFt,0.14467816101200748
GM Hippocampus cornu ammonis,GM Inferior parietal lobule PGp,0.942814040046636
GM Hippocampus cornu ammonis,GM Inferior parietal lobule Pga,0.30152060232188227
GM Hippocampus cornu ammonis,GM Insula Id1,0.5330780039220415
GM Hippocampus cornu ammonis,GM Insula Ig1,0.9957659252021862
GM Hippocampus cornu ammonis,GM Insula Ig2,0.33874359792826236
GM Hippocampus cornu ammonis,GM Lateral geniculate body,0.1070573675276163
GM Hippocampus cornu ammonis,GM Mamillary body,0.675601764845677
GM Hippocampus cornu ammonis,GM Medial geniculate body,0.49052791073781954
GM Hippocampus cornu ammonis,GM Premotor cortex BA6,0.2926828233329781
GM Hippocampus cornu ammonis,GM Primary auditory cortex TE1.0,0.7096611048710803
GM Hippocampus cornu ammonis,GM Primary auditory cortex TE1.1,0.17534759832827396
GM Hippocampus cornu ammonis,GM Primary auditory cortex TE1.2,0.664765855054714
GM Hippocampus cornu ammonis,GM Primary motor cortex BA4a,0.8587128977786166
GM Hippocampus cornu ammonis,GM Primary motor cortex BA4p,0.7253528206073552
GM Hippocampus cornu ammonis,GM Primary somatosensory cortex BA1,0.37028760389134574
GM Hippocampus cornu ammonis,GM Primary somatosensory cortex BA2,0.024085632383742617
GM Hippocampus cornu ammonis,GM Primary somatosensory cortex BA3a,0.8068345481292022
GM Hippocampus cornu ammonis,GM Primary somatosensory cortex BA3b,0.31300940325154725
GM Hippocampus cornu ammonis,GM Secondary somatosensory cortex / Parietal operculum OP1,0.4461508952183767
GM Hippocampus cornu ammonis,GM Secondary somatosensory cortex / Parietal operculum OP2,0.883527913130808
GM Hippocampus cornu ammonis,GM Secondary somatosensory cortex / Parietal operculum OP3,0.4628810652019699
GM Hippocampus cornu ammonis,GM Secondary somatosensory cortex / Parietal operculum OP4,0.24974752123369948
GM Hippocampus cornu ammonis,GM Superior parietal lobule 5Ci,0.7698226526927446
GM Hippocampus cornu ammonis,GM Superior parietal lobule 5L,0.6359773903739872
GM Hippocampus cornu ammonis,GM Superior parietal lobule 5M,0.6348956403724346
GM Hippocampus cornu ammonis,GM Superior parietal lobule 7A,0.6069004833485292
GM Hippocampus cornu ammonis,GM Superior parietal lobule 7M,0.434467854861336
GM Hippocampus cornu ammonis,GM Superior parietal lobule 7P,0.23387171829602293
GM Hippocampus cornu ammonis,GM Superior parietal lobule 7PC,0.11943148050434205
GM Hippocampus cornu ammonis,GM Visual cortex V1 BA17,0.8490300916391766
GM Hippocampus cornu ammonis,GM Visual cortex V2 BA18,0.08269930132275038
GM Hippocampus cornu ammonis,GM Visual cortex V3V,0.3534251941883638
GM Hippocampus cornu ammonis,GM Visual cortex V4,0.03391015293652033
GM Hippocampus cornu ammonis,GM Visual cortex V5,0.22457401224535622
GM Hippocampus cornu ammonis,WM Acoustic radiation,0.2637085673281284
GM Hippocampus cornu ammonis,WM Callosal body,0.82032125745883
GM Hippocampus cornu ammonis,WM Cingulum,0.9973196749954107
GM Hippocampus cornu ammonis,WM Corticospinal tract,0.20476196971764749
GM Hippocampus cornu ammonis,WM Fornix,0.7116453814844662
GM Hippocampus cornu ammonis,WM Inferior occipito-frontal fascicle,0.30281254910141386
GM Hippocampus cornu ammonis,WM Optic radiation,0.9903469627713906
GM Hippocampus cornu ammonis,WM Superior longitudinal fascicle,0.9713933934197856
GM Hippocampus cornu ammonis,WM Superior occipito-frontal fascicle,0.7585325227890479
GM Hippocampus cornu ammonis,WM Uncinate fascicle,0.2886991818748511
GM Hippocampus dentate gyrus,GM Hippocampus entorhinal cortex,0.2740319871269138
GM Hippocampus dentate gyrus,GM Hippocampus hippocampal-amygdaloid transition area,0.963361391343654
GM Hippocampus dentate gyrus,GM Hippocampus subiculum,0.2713672911849926
GM Hippocampus dentate gyrus,GM Inferior parietal lobule PF,0.7075606282474695
GM Hippocampus dentate gyrus,GM Inferior parietal lobule PFcm,0.28758593914101305
GM Hippocampus dentate gyrus,GM Inferior parietal lobule PFm,0.9949826869558314
GM Hippocampus dentate gyrus,GM Inferior parietal lobule PFop,0.2539519843569138
GM Hippocampus dentate gyrus,GM Inferior parietal lobule PFt,0.7411995468503991
GM Hippocampus dentate gyrus,GM Inferior parietal lobule PGp,0.6876488233247692
GM Hippocampus dentate gyrus,GM Inferior parietal lobule Pga,0.5934754395904487
GM Hippocampus dentate gyrus,GM Insula Id1,0.002260030405731195
GM Hippocampus dentate gyrus,GM Insula Ig1,0.7994968971549749
GM Hippocampus dentate gyrus,GM Insula Ig2,0.8306861859296816
GM Hippocampus dentate gyrus,GM Lateral geniculate body,0.8763837102933663
GM Hippocampus dentate gyrus,GM Mamillary body,0.19331392190764263
GM Hippocampus dentate gyrus,GM Medial geniculate body,0.9549528771884228
GM Hippocampus dentate gyrus,GM Premotor cortex BA6,0.6924644590920204
GM Hippocampus dentate gyrus,GM Primary auditory cortex TE1.0,0.2015227919041368
GM Hippocampus dentate gyrus,GM Primary auditory cortex TE1.1,0.004042055543092893
GM Hippocampus dentate gyrus,GM Primary auditory cortex TE1.2,0.9045341616425799
GM Hippocampus dentate gyrus,GM Primary motor cortex BA4a,0.04325452969475496
GM Hippocampus dentate gyrus,GM Primary motor cortex BA4p,0.48386068957736394
GM Hippocampus dentate gyrus,GM Primary somatosensory cortex BA1,0.7153358267764688
GM Hippocampus dentate gyrus,GM Primary somatosensory cortex BA2,0.5487544683185784
GM Hippocampus dentate gyrus,GM Primary somatosensory cortex BA3a,0.2248464998752977
GM Hippocampus dentate gyrus,GM Primary somatosensory cortex BA3b,0.5755722277926869
GM Hippocampus dentate gyrus,GM Secondary somatosensory cortex / Parietal operculum OP1,0.5194952534933354
GM Hippocampus dentate gyrus,GM Secondary somatosensory cortex / Parietal operculum OP2,0.5289910844182427
GM Hippocampus dentate gyrus,GM Secondary somatosensory cortex / Parietal operculum OP3,0.48646710080126976
GM Hippocampus dentate gyrus,GM Secondary somatosensory cortex / Parietal operculum OP4,0.5948590718589846
GM Hippocampus dentate gyrus,GM Superior parietal lobule 5Ci,0.23846950625371166
GM Hippocampus dentate gyrus,GM Superior parietal lobule 5L,0.7602625416155546
GM Hippocampus dentate gyrus,GM Superior parietal lobule 5M,0.10289730284216936
GM Hippocampus dentate gyrus,GM Superior parietal lobule 7A,0.9154612410409108
GM Hippocampus dentate gyrus,GM Superior parietal lobule 7M,0.9006895323729469
GM Hippocampus dentate gyrus,GM Superior parietal lobule 7P,0.5469833325076523
GM Hippocampus dentate gyrus,GM Superior parietal lobule 7PC,0.027698446578876212
GM Hippocampus dentate gyrus,GM Visual cortex V1 BA17,0.30722881571184946
GM Hippocampus dentate gyrus,GM Visual cortex V2 BA18,0.9230296603350345
GM Hippocampus dentate gyrus,GM Visual cortex V3V,0.760977077531709
GM Hippocampus dentate gyrus,GM Visual cortex V4,0.39103519877112436
GM Hippocampus dentate gyrus,GM Visual cortex V5,0.16721005377443343
GM Hippocampus dentate gyrus,WM Acoustic radiation,0.5713965038104388
GM Hippocampus dentate gyrus,WM Callosal body,0.5399871247428714
GM Hippocampus dentate gyrus,WM Cingulum,0.10718212931292048
GM Hippocampus dentate gyrus,WM Corticospinal tract,0.4171652042824473
GM Hippocampus dentate gyrus,WM Fornix,0.7740480142338363
GM Hippocampus dentate gyrus,WM Inferior occipito-frontal fascicle,0.7774559474450432
GM Hippocampus dentate gyrus,WM Optic radiation,0.5339612776276843
GM Hippocampus dentate gyrus,WM Superior longitudinal fascicle,0.9912174114633253
GM Hippocampus dentate gyrus,WM Superior occipito-frontal fascicle,0.5183901155907689
GM Hippocampus dentate gyrus,WM Uncinate fascicle,0.8975816459380325
GM Hippocampus entorhinal cortex,GM Hippocampus hippocampal-amygdaloid transition area,0.16055921349155644
GM Hippocampus entorhinal cortex,GM Hippocampus subiculum,0.008098452524287869
GM Hippocampus entorhinal cortex,GM Inferior parietal lobule PF,0.4463753503434721
GM Hippocampus entorhinal cortex,GM Inferior parietal lobule PFcm,0.3439799174078464
GM Hippocampus entorhinal cortex,GM Inferior parietal lobule PFm,0.39329078634678394
GM Hippocampus entorhinal cortex,GM Inferior parietal lobule PFop,0.3793651551966778
GM Hippocampus entorhinal cortex,GM Inferior parietal lobule PFt,0.6386838094457236
GM Hippocampus entorhinal cortex,GM Inferior parietal lobule PGp,0.9025965579439241
GM Hippocampus entorhinal cortex,GM Inferior parietal lobule Pga,0.4241687728076484
GM Hippocampus entorhinal cortex,GM Insula Id1,0.16251891787581207
GM Hippocampus entorhinal cortex,GM Insula Ig1,0.6874923245711182
GM Hippocampus entorhinal cortex,GM Insula Ig2,0.3782287184258919
GM Hippocampus entorhinal cortex,GM Lateral geniculate body,0.44521089155069726
GM Hippocampus entorhinal cortex,GM Mamillary body,0.5357446923519739
GM Hippocampus entorhinal cortex,GM Medial geniculate body,0.33953617325596497
GM Hippocampus entorhinal cortex,GM Premotor cortex BA6,0.2685652295369664
GM Hippocampus entorhinal cortex,GM Primary auditory cortex TE1.0,0.22406320076266173
GM Hippocampus entorhinal cortex,GM Primary auditory cortex TE1.1,0.12556387790255874
GM Hippocampus entorhinal cortex,GM Primary auditory cortex TE1.2,0.803078553575526
GM Hippocampus entorhinal cortex,GM Primary motor cortex BA4a,0.7133939189370251
GM Hippocampus entorhinal cortex,GM Primary motor cortex BA4p,0.9576571640964444
GM Hippocampus entorhinal cortex,GM Primary somatosensory cortex BA1,0.3371317627825562
GM Hippocampus entorhinal cortex,GM Primary somatosensory cortex BA2,0.8271782972257009
GM Hippocampus entorhinal cortex,GM Primary somatosensory cortex BA3a,0.25975710084810044
GM Hippocampus entorhinal cortex,GM Primary somatosensory cortex BA3b,0.5795478930506692
GM Hippocampus entorhinal cortex,GM Secondary somatosensory cortex / Parietal operculum OP1,0.819414860412388
GM Hippocampus entorhinal cortex,GM Secondary somatosensory cortex / Parietal operculum OP2,0.44130593337495405
GM Hippocampus entorhinal cortex,GM Secondary somatosensory cortex / Parietal operculum OP3,0.7682421638766048
GM Hippocampus entorhinal cortex,GM Secondary somatosensory cortex / Parietal operculum OP4,0.9690171597070126
GM Hippocampus entorhinal cortex,GM Superior parietal lobule 5Ci,0.3478719676059706
GM Hippocampus entorhinal cortex,GM Superior parietal lobule 5L,0.4996077949207428
GM Hippocampus entorhinal cortex,GM Superior parietal lobule 5M,0.9498822247464599
GM Hippocampus entorhinal cortex,GM Superior parietal lobule 7A,0.7087697109413396
GM Hippocampus entorhinal cortex,GM Superior parietal lobule 7M,0.06804089963909177
GM Hippocampus entorhinal cortex,GM Superior parietal lobule 7P,0.5004515295026198
GM Hippocampus entorhinal cortex,GM Superior parietal lobule 7PC,0.9606377566546699
GM Hippocampus entorhinal cortex,GM Visual cortex V1 BA17,0.4130481891449209
GM Hippocampus entorhinal cortex,GM Visual cortex V2 BA18,0.14747643194372928
GM Hippocampus entorhinal cortex,GM Visual cortex V3V,0.6728108742334158
GM Hippocampus entorhinal cortex,GM Visual cortex V4,0.9498396696649773
GM Hippocampus entorhinal cortex,GM Visual cortex V5,0.7717113083229619
GM Hippocampus entorhinal cortex,WM Acoustic radiation,0.2823559296498386
GM Hippocampus entorhinal cortex,WM Callosal body,0.36378740416893895
GM Hippocampus entorhinal cortex,WM Cingulum,0.4137441223878612
GM Hippocampus entorhinal cortex,WM Corticospinal tract,0.8046109307123136
GM Hippocampus entorhinal cortex,WM Fornix,0.3086206872039995
GM Hippocampus entorhinal cortex,WM Inferior occipito-frontal fascicle,0.22250122500528124
GM Hippocampus entorhinal cortex,WM Optic radiation,0.19499697184997777
GM Hippocampus entorhinal cortex,WM Superior longitudinal fascicle,0.7100681160791462
GM Hippocampus entorhinal cortex,WM Superior occipito-frontal fascicle,0.40695842684004213
GM Hippocampus entorhinal cortex,WM Uncinate fascicle,0.24203417238545077
GM Hippocampus hippocampal-amygdaloid transition area,GM Hippocampus subiculum,0.6349917947763469
GM Hippocampus hippocampal-amygdaloid transition area,GM Inferior parietal lobule PF,0.438931660475139
GM Hippocampus hippocampal-amygdaloid transition area,GM Inferior parietal lobule PFcm,0.8850129601388023
GM Hippocampus hippocampal-amygdaloid transition area,GM Inferior parietal lobule PFm,0.8563336435117316
GM Hippocampus hippocampal-amygdaloid transition area,GM Inferior parietal lobule PFop,0.48116749177916385
GM Hippocampus hippocampal-amygdaloid transition area,GM Inferior parietal lobule PFt,0.09769955366608107
GM Hippocampus hippocampal-amygdaloid transition area,GM Inferior parietal lobule PGp,0.9743838197594143
GM Hippocampus hippocampal-amygdaloid transition area,GM Inferior parietal lobule Pga,0.9091505324764659
GM Hippocampus hippocampal-amygdaloid transition area,GM Insula Id1,0.6970626752248154
GM Hippocampus hippocampal-amygdaloid transition area,GM Insula Ig1,0.2067235968932698
GM Hippocampus hippocampal-amygdaloid transition area,GM Insula Ig2,0.4299623983835603
GM Hippocampus hippocampal-amygdaloid transition area,GM Lateral geniculate body,0.728676492156514
GM Hippocampus hippocampal-amygdaloid transition area,GM Mamillary body,0.49784065756614837
GM Hippocampus hippocampal-amygdaloid transition area,GM Medial geniculate body,0.18158707937672658
GM Hippocampus hippocampal-amygdaloid transition area,GM Premotor cortex BA6,0.21327798224276928
GM Hippocampus hippocampal-amygdaloid transition area,GM Primary auditory cortex TE1.0,0.1637120739262783
GM Hippocampus hippocampal-amygdaloid transition area,GM Primary auditory cortex TE1.1,0.631193027369433
GM Hippocampus hippocampal-amygdaloid transition area,GM Primary auditory cortex TE1.2,0.5851326151946195
GM Hippocampus hippocampal-amygdaloid transition area,GM Primary motor cortex BA4a,0.007393027115915829
GM Hippocampus hippocampal-amygdaloid transition area,GM Primary motor cortex BA4p,0.9400891771845604
GM Hippocampus hippocampal-amygdaloid transition area,GM Primary somatosensory cortex BA1,0.018122805308828926
GM Hippocampus hippocampal-amygdaloid transition area,GM Primary somatosensory cortex BA2,0.044117562140228994
GM Hippocampus hippocampal-amygdaloid transition area,GM Primary somatosensory cortex BA3a,0.7850456376735752
GM Hippocampus hippocampal-amygdaloid transition area,GM Primary somatosensory cortex BA3b,0.23463502190069807
GM Hippocampus hippocampal-amygdaloid transition area,GM Secondary somatosensory cortex / Parietal operculum OP1,0.39003786656006756
GM Hippocampus hippocampal-amygdaloid transition area,GM Secondary somatosensory cortex / Parietal operculum OP2,0.6312319040396451
GM Hippocampus hippocampal-amygdaloid transition area,GM Secondary somatosensory cortex / Parietal operculum OP3,0.6839372267651584
GM Hippocampus hippocampal-amygdaloid transition area,GM Secondary somatosensory cortex / Parietal operculum OP4,0.8467888728143002
GM Hippocampus hippocampal-amygdaloid transition area,GM Superior parietal lobule 5Ci,0.985910557549255
GM Hippocampus hippocampal-amygdaloid transition area,GM Superior parietal lobule 5L,0.4125330960815172
GM Hippocampus hippocampal-amygdaloid transition area,GM Superior parietal lobule 5M,0.39287017881819775
GM Hippocampus hippocampal-amygdaloid transition area,GM Superior parietal lobule 7A,0.3261641369914938
GM Hippocampus hippocampal-amygdaloid transition area,GM Superior parietal lobule 7M,0.4938175093412366
GM Hippocampus hippocampal-amygdaloid transition area,GM Superior parietal lobule 7P,0.0736955178072688
GM Hippocampus hippocampal-amygdaloid transition area,GM Superior parietal lobule 7PC,0.18320075032997052
GM Hippocampus hippocampal-amygdaloid transition area,GM Visual cortex V1 BA17,0.8255568398485049
GM Hippocampus hippocampal-amygdaloid transition area,GM Visual cortex V2 BA18,0.9824189356320244
GM Hippocampus hippocampal-amygdaloid transition area,GM Visual cortex V3V,0.3225135525525672
GM Hippocampus hippocampal-amygdaloid transition area,GM Visual cortex V4,0.9093771823294219
GM Hippocampus hippocampal-amygdaloid transition area,GM Visual cortex V5,0.42066991560903344
GM Hippocampus hippocampal-amygdaloid transition area,WM Acoustic radiation,0.001938825545126699
GM Hippocampus hippocampal-amygdaloid transition area,WM Callosal body,0.05457467612167599
GM Hippocampus hippocampal-amygdaloid transition area,WM Cingulum,0.03484459559136954
GM Hippocampus hippocampal-amygdaloid transition area,WM Corticospinal tract,0.9210821159155272
GM Hippocampus hippocampal-amygdaloid transition area,WM Fornix,0.9057850141437858
GM Hippocampus hippocampal-amygdaloid transition area,WM Inferior occipito-frontal fascicle,0.9286738815377782
GM Hippocampus hippocampal-amygdaloid transition area,WM Optic radiation,0.10593729577409339
GM Hippocampus hippocampal-amygdaloid transition area,WM Superior longitudinal fascicle,0.671790579215957
GM Hippocampus hippocampal-amygdaloid transition area,WM Superior occipito-frontal fascicle,0.49216405919168293
GM Hippocampus hippocampal-amygdaloid transition area,WM Uncinate fascicle,0.05057175946311687
GM Hippocampus subiculum,GM Inferior parietal lobule PF,0.16406179457844972
GM Hippocampus subiculum,GM Inferior parietal lobule PFcm,0.14281625325713665
GM Hippocampus subiculum,GM Inferior parietal lobule PFm,0.5726722817633624
GM Hippocampus subiculum,GM Inferior parietal lobule PFop,0.15462452810837013
GM Hippocampus subiculum,GM Inferior parietal lobule PFt,0.21554599195397017
GM Hippocampus subiculum,GM Inferior parietal lobule PGp,0.7193298772278901
GM Hippocampus subiculum,GM Inferior parietal lobule Pga,0.05174407929800218
GM Hippocampus subiculum,GM Insula Id1,0.7449059704144148
GM Hippocampus subiculum,GM Insula Ig1,0.5737636275425032
GM Hippocampus subiculum,GM Insula Ig2,0.9479432543355613
GM Hippocampus subiculum,GM Lateral geniculate body,0.8092381729472465
GM Hippocampus subiculum,GM Mamillary body,0.5441950379816788
GM Hippocampus subiculum,GM Medial geniculate body,0.7891575861220208
GM Hippocampus subiculum,GM Premotor cortex BA6,0.39512876233099004
GM Hippocampus subiculum,GM Primary auditory cortex TE1.0,0.010621026264346245
GM Hippocampus subiculum,GM Primary auditory cortex TE1.1,0.19982047482752452
GM Hippocampus subiculum,GM Primary auditory cortex TE1.2,0.4388728311181931
GM Hippocampus subiculum,GM Primary motor cortex BA4a,0.013365905181583315
GM Hippocampus subiculum,GM Primary motor cortex BA4p,0.6776202809147847
GM Hippocampus subiculum,GM Primary somatosensory cortex BA1,0.8802928759267005
GM Hippocampus subiculum,GM Primary somatosensory cortex BA2,0.24279421474583407
GM Hippocampus subiculum,GM Primary somatosensory cortex BA3a,0.5761263619313985
GM Hippocampus subiculum,GM Primary somatosensory cortex BA3b,0.12175962301399312
GM Hippocampus subiculum,GM Secondary somatosensory cortex / Parietal operculum OP1,0.618295784911263
